time,WOPR:I1,WOPR:I2,WOPR:I3,WOPR:I4,WOPR:I5,WOPR:I6,WOPR:P1,WOPR:P3,WOPR:P4,WOPR:P5,WOPR:P6,WOPR:PS1,WOPR:PS2,WOPR:PS8,WOPR:PS9,WWPR:I1,WWPR:I2,WWPR:I3,WWPR:I4,WWPR:I5,WWPR:I6,WWPR:P1,WWPR:P3,WWPR:P4,WWPR:P5,WWPR:P6,WWPR:PS1,WWPR:PS2,WWPR:PS8,WWPR:PS9,WLPR:I1,WLPR:I2,WLPR:I3,WLPR:I4,WLPR:I5,WLPR:I6,WLPR:P1,WLPR:P3,WLPR:P4,WLPR:P5,WLPR:P6,WLPR:PS1,WLPR:PS2,WLPR:PS8,WLPR:PS9,WGPR:I1,WGPR:I2,WGPR:I3,WGPR:I4,WGPR:I5,WGPR:I6,WGPR:P1,WGPR:P3,WGPR:P4,WGPR:P5,WGPR:P6,WGPR:PS1,WGPR:PS2,WGPR:PS8,WGPR:PS9,WWIR:I1,WWIR:I2,WWIR:I3,WWIR:I4,WWIR:I5,WWIR:I6,WWIR:P1,WWIR:P3,WWIR:P4,WWIR:P5,WWIR:P6,WWIR:PS1,WWIR:PS2,WWIR:PS8,WWIR:PS9,WGOR:I1,WGOR:I2,WGOR:I3,WGOR:I4,WGOR:I5,WGOR:I6,WGOR:P1,WGOR:P3,WGOR:P4,WGOR:P5,WGOR:P6,WGOR:PS1,WGOR:PS2,WGOR:PS8,WGOR:PS9,WBHP:I1,WBHP:I2,WBHP:I3,WBHP:I4,WBHP:I5,WBHP:I6,WBHP:P1,WBHP:P3,WBHP:P4,WBHP:P5,WBHP:P6,WBHP:PS1,WBHP:PS2,WBHP:PS8,WBHP:PS9,WOPT:I1,WOPT:I2,WOPT:I3,WOPT:I4,WOPT:I5,WOPT:I6,WOPT:P1,WOPT:P3,WOPT:P4,WOPT:P5,WOPT:P6,WOPT:PS1,WOPT:PS2,WOPT:PS8,WOPT:PS9,WWPT:I1,WWPT:I2,WWPT:I3,WWPT:I4,WWPT:I5,WWPT:I6,WWPT:P1,WWPT:P3,WWPT:P4,WWPT:P5,WWPT:P6,WWPT:PS1,WWPT:PS2,WWPT:PS8,WWPT:PS9,WLPT:I1,WLPT:I2,WLPT:I3,WLPT:I4,WLPT:I5,WLPT:I6,WLPT:P1,WLPT:P3,WLPT:P4,WLPT:P5,WLPT:P6,WLPT:PS1,WLPT:PS2,WLPT:PS8,WLPT:PS9,WGPT:I1,WGPT:I2,WGPT:I3,WGPT:I4,WGPT:I5,WGPT:I6,WGPT:P1,WGPT:P3,WGPT:P4,WGPT:P5,WGPT:P6,WGPT:PS1,WGPT:PS2,WGPT:PS8,WGPT:PS9,WWIT:I1,WWIT:I2,WWIT:I3,WWIT:I4,WWIT:I5,WWIT:I6,WWIT:P1,WWIT:P3,WWIT:P4,WWIT:P5,WWIT:P6,WWIT:PS1,WWIT:PS2,WWIT:PS8,WWIT:PS9,FOPT,FWPT,FLPT,FGPT,FWIT
2020-01-02 00:00:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 00:00:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,200.0,59.9997940063,200.0,200.0,200.0,159.998535156,159.999786377,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.92453930396e-12,2.96778990272e-10,1.7300424331e-12,1.73030817105e-12,1.7300424331e-12,0.00146297330502,2.10334007156e-12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,200.0,59.9997940063,200.0,200.0,200.0,160.0,159.999786377,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,45239.4335938,13569.9541016,45239.4335938,45239.4335938,45239.4335938,36191.2148438,36191.3515625,-0.0,-0.0,400.0,400.0,400.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.197158813,226.166671753,226.197158813,226.197158813,226.197158813,226.197158813,226.196243286,0.0,0.0,360.868591309,362.055908203,360.831695557,360.831085205,361.329528809,361.331481934,189.772521973,245.187683105,266.728607178,266.698944092,266.695922852,294.959777832,277.022491455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,59.9997940063,200.0,200.0,200.0,159.998535156,159.999786377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92453930396e-12,2.96778990272e-10,1.7300424331e-12,1.73030817105e-12,1.7300424331e-12,0.00146297330502,2.10334007156e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,59.9997940063,200.0,200.0,200.0,160.0,159.999786377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45239.4335938,13569.9541016,45239.4335938,45239.4335938,45239.4335938,36191.2148438,36191.3515625,0.0,0.0,400.0,400.0,400.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1179.99816895,0.00146297353785,1179.99963379,266910.25,2400.0
2020-01-03 09:51:31,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,200.0,70.0,200.0,200.0,200.0,159.998504639,160.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.91964874332e-19,1.50098169016e-16,2.62458463002e-19,2.62498762208e-19,2.62458463002e-19,0.00149166758638,3.98864707765e-19,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,200.0,70.0,200.0,200.0,200.0,160.0,160.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,45239.4179688,15853.4873047,45239.453125,45239.7421875,45239.4492188,36191.1914062,36196.5117188,-0.0,-0.0,400.0,400.0,400.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.197097778,226.478393555,226.197265625,226.198699951,226.197235107,226.197052002,226.22819519,0.0,0.0,360.829742432,360.055267334,360.802886963,365.63885498,359.038024902,363.939880371,179.936782837,221.895111084,265.28817749,259.067657471,262.150360107,290.92956543,268.333312988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.155792236,88.7543182373,282.155792236,282.155792236,282.155792236,225.722549438,225.724411011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9245395208e-12,2.96779073539e-10,1.73004254152e-12,1.73030827947e-12,1.73004254152e-12,0.00207571871579,2.1033402884e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.155792236,88.7543182373,282.155792236,282.155792236,282.155792236,225.724624634,225.724411011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63822.8320312,20082.2324219,63822.84375,63822.9648438,63822.84375,51057.7929688,51060.1171875,0.0,0.0,564.311584473,564.311584473,564.311584473,564.311584473,564.311584473,564.311584473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1668.82434082,0.00207571918145,1668.82641602,377491.625,3385.86938477
2020-01-04 00:00:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,200.0,70.0,200.0,200.0,200.0,159.998443604,160.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.08790819108e-26,4.53005678297e-23,2.77583728217e-26,2.77624619561e-26,2.77583759032e-26,0.00155794562306,5.27241903648e-26,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,200.0,70.0,200.0,200.0,200.0,160.0,160.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,45239.421875,15852.0966797,45239.453125,45239.734375,45239.4492188,36191.1757812,36196.4296875,-0.0,-0.0,400.0,400.0,400.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.197097778,226.458526611,226.197265625,226.198669434,226.197235107,226.197052002,226.227676392,0.0,0.0,366.999908447,366.594818115,367.007598877,372.466308594,365.119750977,370.764862061,178.493560791,221.468185425,263.844116211,257.576629639,260.663879395,289.658203125,266.978973389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,129.999786377,400.0,400.0,400.0,319.997009277,319.999786377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9245395208e-12,2.96779073539e-10,1.73004254152e-12,1.73030827947e-12,1.73004254152e-12,0.00299369334243,2.1033402884e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,129.999786377,400.0,400.0,400.0,320.0,319.999786377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90478.8515625,29422.6210938,90478.8828125,90479.171875,90478.8828125,72382.3984375,72387.8125,0.0,0.0,800.0,800.0,800.0,800.0,800.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2369.99658203,0.00299369357526,2369.99951172,536108.625,4800.0
2020-01-05 00:00:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,193.785247803,75.0,200.0,200.0,200.0,159.998413086,160.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.92431621105e-33,8.05653284008e-30,1.72983948691e-33,1.73008340199e-33,1.72983985425e-33,0.00159405113664,4.10651641354e-33,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,193.785247803,75.0,200.0,200.0,200.0,160.0,160.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,43833.6640625,16981.9726562,45239.453125,45239.7226562,45239.4453125,36191.1679688,36196.2617188,-0.0,-0.0,400.0,400.0,400.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.197113037,226.426300049,226.197265625,226.198608398,226.197235107,226.197052002,226.226638794,0.0,0.0,380.318054199,380.675231934,380.07043457,386.819335938,378.225494385,385.215576172,174.0,208.500869751,255.730667114,246.276107788,255.584152222,287.062225342,262.66418457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.78527832,204.999786377,600.0,600.0,600.0,479.995422363,479.999786377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9245395208e-12,2.96779073539e-10,1.73004254152e-12,1.73030827947e-12,1.73004254152e-12,0.00458774436265,2.1033402884e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.78527832,204.999786377,600.0,600.0,600.0,480.0,479.999786377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134312.515625,46404.59375,135718.328125,135718.890625,135718.328125,108573.5625,108584.078125,0.0,0.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3558.78027344,0.00458774482831,3558.78491211,805030.3125,7200.0
2020-01-06 00:00:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,178.133468628,80.0977706909,200.0,200.0,200.0,159.99836731,160.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.23765482966e-40,1.33749162795e-36,1.07799088264e-40,1.07814502547e-40,1.07799088264e-40,0.00163755961694,3.19844973184e-40,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,178.133468628,80.0977706909,200.0,200.0,200.0,160.0,160.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,40293.2773438,18133.7988281,45239.453125,45239.7070312,45239.4453125,36191.15625,36196.0546875,-0.0,-0.0,400.0,400.0,400.0,371.97769165,400.0,378.596801758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.197113037,226.395812988,226.197265625,226.198532104,226.197235107,226.197052002,226.225341797,0.0,0.0,394.096313477,395.014404297,380.811248779,400.0,395.841552734,400.0,164.0,170.0,254.07510376,241.388885498,250.780822754,286.167541504,253.657394409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771.918701172,285.097564697,800.0,800.0,800.0,639.993774414,639.999816895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9245395208e-12,2.96779073539e-10,1.73004254152e-12,1.73030827947e-12,1.73004254152e-12,0.00622530421242,2.1033402884e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771.918701172,285.097564697,800.0,800.0,800.0,640.0,639.999816895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174605.796875,64538.3945312,180957.78125,180958.59375,180957.765625,144764.71875,144780.125,0.0,0.0,1600.0,1600.0,1600.0,1571.97766113,1600.0,1578.59680176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4737.00976562,0.00622530421242,4737.01611328,1071563.25,9550.57421875
2020-01-07 00:00:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,177.492904663,79.8720779419,200.0,200.0,200.0,159.998336792,160.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,2.0739217272e-43,0.0,0.0,0.0,0.00166992167942,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,177.492904663,79.8720779419,200.0,200.0,200.0,160.0,160.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,40148.3867188,18080.5488281,45239.453125,45236.1015625,45239.1640625,36191.1484375,36195.8710938,-0.0,-0.0,333.081939697,321.010620117,400.0,295.475769043,322.713378906,295.185302734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.197128296,226.368835449,226.197250366,226.180496216,226.195831299,226.197052002,226.224182129,0.0,0.0,400.0,400.0,398.67074585,400.0,400.0,400.0,164.0,170.0,252.561203003,238.441390991,249.090576172,285.497741699,252.244445801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,949.411621094,364.96963501,1000.0,1000.0,1000.0,799.992126465,799.999816895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9245395208e-12,2.96779073539e-10,1.73004254152e-12,1.73030827947e-12,1.73004254152e-12,0.00789522565901,2.1033402884e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,949.411621094,364.96963501,1000.0,1000.0,1000.0,800.0,799.999816895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214754.171875,82618.9453125,226197.234375,226194.703125,226196.9375,180955.875,180976.0,0.0,0.0,1933.08190918,1921.01062012,2000.0,1867.45349121,1922.71337891,1873.78210449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5914.37304688,0.00789522565901,5914.38085938,1337893.875,11518.0419922
2020-01-08 00:00:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,176.620697021,79.7038955688,200.0,200.0,200.0,159.998306274,160.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0016959682107,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,176.620697021,79.7038955688,200.0,200.0,200.0,160.0,160.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,39951.09375,18040.578125,45231.8164062,45226.0234375,45229.7890625,36191.1445312,36195.6796875,-0.0,-0.0,260.491973877,247.792938232,303.453277588,238.56388855,252.67338562,236.120880127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.197128296,226.345001221,226.159088135,226.130126953,226.14894104,226.197052002,226.222991943,0.0,0.0,400.0,400.0,400.0,400.0,400.0,400.0,164.0,170.0,249.828643799,235.890487671,246.114639282,284.955688477,250.995513916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1126.03234863,444.673522949,1200.0,1200.0,1200.0,959.99041748,959.999816895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9245395208e-12,2.96779073539e-10,1.73004254152e-12,1.73030827947e-12,1.73004254152e-12,0.00959119386971,2.1033402884e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1126.03234863,444.673522949,1200.0,1200.0,1200.0,960.0,959.999816895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254705.265625,100659.523438,271429.0625,271420.71875,271426.71875,217147.015625,217171.6875,0.0,0.0,2193.57397461,2168.8034668,2303.45336914,2106.01733398,2175.38671875,2109.90307617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7090.69628906,0.00959119386971,7090.70556641,1603960.0,13057.1376953
